1961	-6.8	-4.9	-3.8	-2.1	6.3	15.6	17.0	13.5	8.4	7.7	0.2	-9.9	3.94				
1962	-10.2	-8.1	-13.6	2.0	6.9	11.0	13.6	11.8	7.8	4.7	-0.3	-9.3	1.31				
1963	-12.4	-12.7	-10.9	1.0	11.3	11.8	14.7	14.5	11.0	3.5	-2.5	-6.8	1.67				
1964	-3.7	-10.8	-6.8	0.1	7.7	11.6	15.3	13.5	7.8	5.8	-3.1	-6.2	2.55				
1965	-7.9	-11.1	-6.9	0.8	4.6	13.0	14.2	12.7	10.2	3.3	-7.8	-10.1	1.57				
1966	-18.5	-19.9	-10.6	-2.1	7.2	15.8	16.2	13.2	6.7	1.8	0.3	-7.5	-0.00				
1967	-15.5	-7.6	-1.0	1.6	6.9	12.3	15.8	16.4	10.1	4.1	1.6	-15.1	3.10				
1968	-18.8	-13.1	-4.9	0.4	5.0	14.3	14.7	13.5	7.2	-2.7	-3.7	-3.3	-0.27				
1969	-13.0	-14.8	-10.4	-0.9	5.3	13.0	16.0	15.4	7.4	3.8	-2.9	-9.2	1.30				
1970	-11.7	-16.1	-4.1	-1.3	6.6	15.0	16.8	14.7	8.3	2.6	-5.8	-5.1	1.32				
1971	99	99	99	99	99	99	99	99	99	99	99	99	99				
1972	99	99	99	99	99	99	99	99	99	99	99	99	99				
1973	99	99	99	99	99	99	99	99	99	99	99	99	99				
1974	99	99	99	99	99	99	99	99	99	99	99	99	99				
1975	99	99	99	99	99	99	99	99	99	99	99	99	99				
1976	99	99	99	99	99	99	99	99	99	99	99	99	99				
1977	99	99	99	99	99	99	99	99	99	99	99	99	99				
1978	99	99	99	99	99	99	99	99	99	99	99	99	99				
1979	99	99	99	99	99	99	99	99	99	99	99	99	99				
1980	99	99	99	99	99	99	99	99	99	99	99	99	99				
1981	-9.0	-11.7	-11.8	-0.5	8.9	11.1	16.3	12.3	7.6	3.6	-3.2	-12.3	1.28				
1982	99	99	99	99	99	99	99	99	99	99	99	99	99				
1983	99	99	99	99	99	99	99	99	99	99	99	99	99				
1984	99	99	99	99	99	99	99	99	99	99	99	99	99				
1985	99	99	99	99	99	99	99	99	99	99	99	99	99				
1986	99	99	99	99	99	99	99	99	99	99	99	99	99				
1987	99	99	99	99	99	99	99	10.9	7.4	6.5	-4.8	-10.7	99				
1988	-7.9	-10.0	-5.8	-1.3	7.7	15.0	18.8	12.9	9.8	2.7	-7.1	-11.1	2.01				
1989	-4.8	-4.0	-0.8	3.5	8.5	14.1	15.3	13.9	9.7	1.8	-1.9	-8.7	3.68				
1990	-12.3	-0.6	-3.0	2.6	6.9	13.1	15.5	14.5	7.1	3.0	-6.5	-3.0	2.63				
1991	-8.1	-12.2	-5.9	1.9	5.1	12.0	15.5	14.9	7.2	3.6	0.5	-4.1	2.62				
1992	-5.8	-4.9	-1.2	-1.7	8.9	14.6	13.9	11.9	10.2	-4.4	-6.7	-1.1	2.56				
1993	-5.8	-6.0	-3.5	0.4	9.5	10.0	15.8	12.6	4.5	0.4	-3.9	-7.4	2.74				
1994	-11.6	-15.2	-5.6	3.0	5.5	12.6	16.8	14.3	8.1	2.3	-3.7	-3.0	1.59				
1995	-6.3	-4.9	-1.6	0.5	99	15.5	14.1	13.8	8.6	99	-7.2	-11.7	3.30				
1996	-6.0	-13.5	-5.5	0.1	5.2	12.3	14.3	15.8	7.4	4.1	-1.0	-10.3	1.79				
1997	-9.3	-8.7	-4.0	-2.9	4.9	14.2	18.1	15.4	9.1	0.4	-3.3	-6.1	1.97				
1998	-7.4	-12.2	-7.6	-1.1	5.7	12.6	15.8	12.3	8.9	3.4	-5.3	-7.0	1.58				
1999	-12.8	-10.5	-3.8	2.6	5.1	15.1	15.9	12.1	9.8	4.0	-0.8	-8.7	2.47				
2000	-7.5	-7.0	-5.2	1.5	8.2	13.1	16.7	13.6	8.7	6.7	0.8	-4.3	3.41				
2001	-4.8	-12.0	-9.0	2.0	6.1	14.1	16.9	13.8	10.3	3.9	-4.2	-11.8	2.73				
2002	-9.9	-5.2	-4.9	3.2	8.9	15.2	17.5	16.3	8.0	-1.1	-7.6	-12.6	2.38				
2003	-16.7	-6.5	-1.7	0.1	8.2	12.4	19.2	14.0	8.9	2.3	-0.8	-6.0	2.23				
2004	-9.3	-9.4	-4.7	2.4	7.3	12.2	16.3	14.2	10.3	2.7	-2.8	-4.1	2.77				
2005	-4.9	-8.2	-8.5	1.9	7.1	14.2	18.0	15.5	10.2	5.0	2.1	-7.6	4.03				
2006	-7.0	-12.3	-10.7	2.8	8.8	14.1	16.1	17.2	10.3	2.5	-2.9	-0.1	2.61				
2007	-7.7	-14.7	-0.5	1.8	7.8	13.4	15.7	15.3	8.1	5.4	-2.7	-0.7	3.48				
2008	-4.5	-4.2	-4.7	1.6	7.3	12.1	14.7	12.5	7.3	4.8	-0.9	99	3.77				
2009	-8.0	-9.2	-4.8	0.6	9.3	13.2	15.6	15.3	99	0.4	0.5	-8.8	2.95				
2010	-15.0	-12.9	99	2.1	10.9	12.4	18.8	13.6	9.2	3.8	-5.6	-13.7	2.11				
2011	-10.3
