1950	 99	 99	 99	 99	 99	 99	  5,9	  1,3	-10,6	-21,7	-27,3	-32,4
1951	-36,4	-34,3	-30,4	-24,1	-10,8	  0,8	  1,7	 -0,5	 -8,3	-21,2	-25,2	-33,8
1952	-33,4	-32,8	-33,9	-24,4	 -7,0	 -1,1	  3,7	  0,0	-10,4	-19,2	-26,3	-25,3
1953	-30,8	-33,2	-32,2	-16,8	-10,9	  1,0	  4,9	 -0,3	 -8,4	-20,4	-24,7	-29,8
1954	-34,1	-35,1	-35,8	-24,5	 -9,1	 -0,8	  5,6	  3,0	 -6,7	-20,0	-25,1	-30,9
1955	-30,3	-34,9	-34,1	-23,8	-14,7	 -0,2	  0,6	  1,0	 -9,0	-15,0	-26,7	-31,4
1956	-33,8	-31,3	-34,9	-21,0	-17,0	 -1,1	  6,1	  1,0	-12,9	-22,2	-26,3	-26,5
1957	-34,4	-29,4	-28,5	-27,6	-12,2	  0,2	  5,2	  1,2	-10,1	-18,2	-27,6	-35,6
1958	-24,6	-34,4	-29,9	-27,6	 -9,0	  0,2	  4,4	  1,4	 -8,0	-19,1	-28,7	-28,6
1959	-31,6	-32,5	-32,5	-22,5	-12,6	 -0,6	  2,2	  0,1	-12,4	-22,7	-21,2	-30,3
1960	-29,0	-31,7	-36,2	-27,2	 -9,6	  0,3	  5,0	  0,6	 -8,8	-19,8	-26,5	-30,1
1961	-32,4	-34,5	-36,6	-24,5	-15,3	 -1,7	  4,9	 -2,3	-12,5	-19,3	-23,3	-28,8
1962	-31,9	-33,6	-28,8	-24,3	-11,7	  1,2	  5,6	  1,8	-10,3	-20,4	-24,6	-28,2
1963	-32,8	-30,0	-33,2	-21,7	-13,7	 -2,9	  2,7	  2,3	-12,1	-18,6	-24,5	-27,9
1964	-33,4	-33,3	-31,6	-26,5	-13,2	  0,5	  2,6	  1,6	-11,5	-20,7	-28,7	-29,8
1965	-31,7	-30,8	-31,1	-25,1	 -9,6	 -2,6	  2,5	  0,0	-11,1	-20,3	-18,7	-29,4
1966	-33,1	-30,4	-36,7	-28,8	 -8,6	  0,3	  3,5	  2,8	-10,4	-25,4	-29,2	-31,3
1967	-31,0	-37,3	-33,1	-21,3	 -5,2	 -1,6	  5,3	  1,4	 -9,6	-16,6	-29,6	-28,3
1968	-33,7	-36,8	-33,1	-26,8	-10,9	 -0,3	  2,1	  0,2	 -9,9	-16,8	-30,4	-29,6
1969	-29,8	-32,5	-35,3	-26,0	-10,1	 -2,1	  3,9	  2,6	 -9,8	-17,8	-28,1	-28,1
1970	-33,1	-36,1	-31,7	-27,6	-12,1	 -1,9	  2,8	 -0,7	 -9,0	-17,5	-25,7	-30,2
1971	-34,2	-33,2	-29,5	-21,8	-11,9	  0,2	  3,9	  0,7	 -9,9	-18,9	-27,3	-33,3
1972	-30,8	-36,3	-31,8	-26,4	-13,9	 -2,4	  1,8	  0,7	 -9,9	-18,5	-25,3	-32,5
1973	-29,8	-36,3	-36,6	-25,6	-12,6	  0,0	  2,9	  0,6	-11,7	-17,5	-25,7	-27,9
1974	-34,6	-35,2	-34,9	-25,5	-12,4	 -1,9	  3,1	  2,3	-10,5	-19,5	-25,4	-31,8
1975	-37,7	-33,0	-35,2	-24,4	-13,3	 -2,2	  4,0	  1,3	-11,1	-19,7	-27,2	-29,2
1976	-29,2	-30,9	-32,0	-27,5	-15,3	 -2,2	  2,6	  0,8	 -8,2	-22,8	-29,2	-30,6
1977	-26,3	-36,8	-37,4	-23,9	-13,1	 -2,0	  2,2	  0,1	-10,6	-18,9	-29,6	-33,0
1978	-32,8	-26,4	-34,0	-24,6	-10,5	 -1,8	  4,5	  2,6	-10,3	-26,2	-29,4	-23,7
1979	-32,2	-33,9	-32,0	-24,9	-10,6	 -3,9	  3,3	 -0,5	 -9,8	-21,5	-27,2	-33,1
1980	-31,6	-29,3	-31,3	-26,8	-12,1	 -2,3	  3,1	  1,7	-11,5	 99	-30,6	-30,6
1981	-28,2	-31,9	-32,7	-23,6	-10,4	  0,4	  3,1	  1,9	 -6,9	-16,1	-22,6	-23,9
