1956	-3.6	1.7	1.2	1.1	4.3	6.3	7.9	6.4	6.9	3.1	3.6	0.6	3.59	
1957	0.4	-1.8	-1.3	2.8	5.1	7.8	9.5	9.8	6.1	2.9	2.1	-1.4	3.5	
1958	-2.6	-3.2	-1.3	1.9	2.2	6.5	7.5	6.2	9	4.8	3.1	0.1	2.85	
1959	-3.7	0.7	1.6	-0.2	5.5	6.2	8.6	7.6	8.2	6.3	0.8	-0.3	3.44	
1960	0.7	-1.6	0.1	1.8	5	8.3	8.7	8.4	7.5	4.1	3.3	0.1	3.87	
1961	0.3	-0.4	-1.2	-0.7	5.7	6	8.7	8.6	7.7	4.9	1.9	-1.7	3.32	
1962	-0.1	-1.2	-3.1	2.2	4.5	6.6	8.4	7.4	6.8	4	0.8	-0.6	2.98	
1963	-1.2	-0.8	1.5	0.8	2.2	7.3	6.4	5.9	3.9	2.3	-1.7	0.2	2.23	
1964	0.9	1.3	2.8	2.4	4.9	7.7	8.6	6.6	4.2	3.4	0.7	-2.3	3.43	
1965	-2	2.3	-4.3	-1.6	1.9	5	8.7	7.4	4.3	5.2	-0.2	-2.3	2.03	
1966	-2.8	-3.4	-2.4	0.5	2.7	7.4	8.4	7.8	6.5	2.2	-0.5	-2.1	2.03	
1967	-0.9	-0.6	-4.8	-0.1	0.9	5.8	6	8	7.1	1.9	-0.7	-2.1	1.71	
1968	-3.7	-3.5	-4.6	-1.1	1.7	3.9	9	8.4	6.7	0.8	2.9	-1	1.63	
1969	-3.2	-4.6	-3.9	-2.4	1.1	5.3	7.6	10.2	5.9	3.1	-1.9	-1.5	1.31	
1970	-1.4	-3	-3.9	-0.2	2.6	7.9	6.2	7.8	5.8	2.7	0.4	0.7	2.13	
1971	-4.7	-2	-1.5	0.1	3.2	5.9	7.5	8.2	5.8	2.9	-0.6	-1.9	1.91	
1972	1.8	0.5	0.8	1.2	5.1	5.9	8.7	8.4	6.9	3.3	-0.1	0.4	3.58	
1973	1.6	-4.2	-0.3	0.9	3.4	4.9	8.3	8.2	7.5	2.9	-2.8	-4.7	2.14	
1974	0	-1.2	2.3	5.1	5.7	7.4	8.5	7.1	4.3	3.8	1.6	-3	3.47	
1975	-4	0.7	-1.9	0.3	4.2	4.5	8.8	8.4	4.4	4.2	1.5	-2.7	2.37	
1976	-3.9	-1.6	0	0.8	3	7.2	9.7	9.9	7.1	4.2	2.3	-1.7	3.08	
1977	-1.8	-3.1	0.1	-0.7	5	6.8	8.8	8.1	6.4	3.5	-0.8	-0.7	2.63	
1978	-2.2	-2.4	-0.8	2	5.3	6.3	8.3	9.9	5.4	3.5	-0.3	0.5	2.96	
1979	-4.1	-1.4	-5.5	-0.6	-0.9	6.1	5.8	7	3.4	3.9	0.7	-0.7	1.14	
1980	-1.6	-0.2	0.1	2.5	5.9	7.4	8.9	9	6.6	0.8	0	-2.8	3.05	
1981	-3.4	-3.5	-2.8	1.6	2.5	5.9	7.2	9.1	5.2	0.3	-0.9	-2.3	1.58	
1982	-2.6	-0.1	-1.1	1.3	1.7	5.5	8.9	7.1	4.5	3.6	-0.3	-2	2.21	
1983	-3.3	0	-2.4	-1.8	2	5.9	8.3	8.4	5.2	2.2	0.1	-1.3	1.94	
1984	-4.1	-1.1	0.3	2.1	4.4	7.1	9.9	9.7	5.4	2.7	-0.3	0.1	3.02	
