1897	99	99	99	99	99	99	99	12.2	2.6	-7.1	-23.8	-21.8	99				
1898	99	99	99	99	99	99	99	99	99	99	-29.0	99	99				
1899	99	-23.8	99	99	99	99	99	99	99	99	99	99	99				
1900	99	99	99	99	99	99	99	99	99	-7.1	-26.6	-25.5	99				
1901	-29.1	-28.4	-11.5	-4.7	6.5	14.0	16.3	12.3	7.6	-2.0	-16.3	-22.2	-5.07				
1902	-26.4	-21.8	-21.6	-2.9	7.9	14.4	16.6	13.0	6.1	-1.2	-21.1	-30.2	-4.93				
1903	-32.5	-22.9	-14.3	-4.5	6.4	14.9	15.8	13.9	5.8	-6.2	-19.9	-17.8	-6.14				
1904	-29.6	-31.6	-19.2	1.3	7.3	12.5	14.2	11.9	2.8	-1.7	-17.6	-16.8	-5.62				
1905	-30.6	-20.9	-11.2	0.8	9.6	15.1	15.2	12.9	4.2	-4.4	-12.1	-23.7	-3.18				
1906	-36.6	-22.6	-11.2	-2.0	9.1	15.4	15.6	12.2	6.3	-0.6	-17.1	-30.2	-4.60				
1907	-30.6	-32.3	-19.3	-0.8	10.8	14.0	14.9	12.4	5.8	-3.4	-17.7	-20.7	-6.37				
1908	-25.3	-23.1	-17.1	-1.3	8.8	14.4	14.9	12.1	3.7	-8.4	-17.6	-22.3	-4.97				
1909	-41.8	-31.5	-11.1	-5.5	7.9	13.6	15.8	11.9	4.3	-4.4	-23.1	-25.3	-7.18				
1910	-29.2	-30.6	-14.6	-3.5	7.6	13.9	15.9	10.6	6.8	-3.8	-16.9	-27.3	-5.76				
1911	-37.2	-21.1	-15.6	-4.6	7.8	13.7	15.7	11.8	6.3	-1.3	-20.1	-21.6	-5.99				
1912	-27.6	-15.4	-10.9	-0.6	9.3	11.6	12.7	11.4	5.6	-1.6	-17.0	-24.2	-3.67				
1913	-35.3	-21.7	99	99	7.4	99	14.6	11.4	5.5	-5.3	-15.7	-22.0	-5.75				
1914	-30.4	-18.7	-13.1	-3.0	8.1	13.9	13.2	12.8	4.4	0.4	-13.7	-23.1	-4.01				
1915	-18.2	-23.7	-9.4	3.5	8.7	15.1	17.0	13.2	7.5	-6.5	-13.3	-20.9	-2.43				
